,MMS ID,Barcode,title,Author,Call Number,Permanent Location,Material Type,Process type,Description,Orders,Requests,Modification Date,Due Date
343,9918076973606241,33082012000344,"Writing our way out : memoirs from jail / David Coogan wih Kelvin Belton, Karl Black, Stanley Craddock, Ronald Fountain, Bradley Greene, Tony Martin, Naji Mujahid, Terence Scruggs, Andre Simpson, [and] Dean Turner.",Coogan David,PS508.P7 W755 2016,Books,Book,Lost,,,,06-Dec-20,19-Oct
344,9910686653606241,33082010408408,Satellite convulsions : poems from Tin house.,Portland Or : Berkeley CA : Tin House Books,PS617 .S28 2008,Books,Book,Lost,,,,08-Nov-20,16-Sep
345,995044013606241,33082002224052,Futurelove : a science fiction triad / introd. by Gordon R. Dickson.,Dickson Gordon R,PS648.S3 F8x,Books,Book,Lost,,,,07-Dec-20,12-Nov
346,9911982853606241,33082010937513,"McSweeney's 23 : still going strong like Castro / editor, Dave Eggers.",Eggers Dave,PS648.S5 M78 no. 23,Books,Book,Lost,,,,22-Nov-20,01-Oct
347,993446213606241,33082000874601,"Thinking of home : William Faulkner's letters to his mother and father, 1918-1925 / edited by James G. Watson.",Faulkner William,PS3511.A86 Z48 1992,Books,Book,Lost,,,,21-Dec-20,19-Mar
348,993739513606241,33082001592640,"On the prejudices, predilections, and firm beliefs of William Faulkner : essays / by Cleanth Brooks.",rooks Cleanth,PS3511.A86 Z6384 1987,Books,Book,Lost,,,,21-Dec-20,19-Mar
349,998816363606241,33082010099363,William Faulkner / Carolyn Porter.,Porter Carolyn,PS3511.A86 Z946387 2007,Books,Book,Lost,,,,21-Dec-20,19-Mar
350,994531583606241,33082005371546,Faulkner and southern womanhood / Diane Roberts.,Roberts Diane,PS3511.A86 Z9614 1994,Books,Book,Lost,,,,21-Dec-20,19-Mar
351,99260443606241,33082003274742,William Faulkner: from Jefferson to the world.,Waggoner Hyatt Howe,PS3511.A86 Z985,Books,Book,Lost,,,,21-Dec-20,19-Mar
352,994249593606241,33082001827178,"The Basil and Josephine stories, by F. Scott Fitzgerald. Edited with an introd. by Jackson R. Bryer and John Kuehl.",Fitzgerald F Scott,PS3511.I9 B3x,Books,Book,Lost,,,,08-Nov-20,16-Sep
353,992722483606241,33082001221562,The old man and the sea / by Ernest Hemingway.,Hemingway Ernest,PS3515.E37 O4 1952b,Books,Book,Lost,,,,24-Dec-20,03-Dec
354,994331313606241,33082009827030,"Pale horse, pale rider : three short novels / Katherine Anne Porter.",Porter Katherine Anne,PS3531.O752 P3 1964,Books,Book,Lost,,,,08-Nov-20,16-Sep
355,9923786363606241,33082012427042,Atlas shrugged / Ayn Rand.,Rand Ayn,PS3535.A547 A94 2005,Books,Book,Lost,,,,08-Nov-20,16-Sep
356,997690853606241,33082008776428,The annotated Charlotte's web / introduction and notes by Peter F. Neumeyer. Charlotte's web ; by E.B. White ; pictures by Garth Williams.,Neumeyer Peter F,PS3545.H5187 C536 1994,Books,Book,Lost,,,,08-Nov-20,16-Sep
357,9917814493606241,33082011824652,The sellout : a novel / Paul Beatty.,eatty Paul,PS3552.E19 S45 2015,Books,Book,Lost,,,,03-Jan-21,14-Dec
358,99106953606241,33082006020662,Mahabharata / by William Buck ; with an introduction by B.A. van Nooten ; illustrated by Shirley Triest.,k William,PS3552.U335 M3 1981,Books,Book,Lost,,,,08-Nov-20,16-Sep
359,9917816453606241,33082011966206,Loitering : new & collected essays / Charles D'Ambrosio.,D'Ambrosio Charles,PS3554.A469 A6 2014,Books,Book,Lost,,,,08-Nov-20,16-Sep
360,998968743606241,33082011865044,The brief wondrous life of Oscar Wao / Junot Díaz.,Díaz Junot,PS3554.I259 B75 2007,Books,Book,Lost,,,,08-Nov-20,16-Sep
361,9918890013606241,33082011962932,How to be drawn / Terrance Hayes.,Hayes Terrance,PS3558.A8378 A6 2015,Books,Book,Lost,,,,06-Dec-20,05-Nov
362,9923954973606241,33082012430764,American sonnets for my past and future assassin / Terrance Hayes.,Hayes Terrance,PS3558.A8378 A6 2018,Books,Book,Lost,,,,06-Dec-20,05-Nov
363,994420673606241,33082005249221,Negrophobia : an urban parable / Darius James.,James Darius,PS3560.A37887 N4 1993,Books,Book,Lost,,,,08-Nov-20,16-Sep
364,9916474403606241,33082011440566,Doctor Sleep : a novel / Stephen King.,King Stephen,PS3561.I483 D63 2013,Books,Book,Lost,,,,28-Oct-20,07-Sep
365,994566683606241,33082005351761,Oleanna / David Mamet.,amet David,PS3563.A4345 O4 1993,Books,Book,Lost,,,,04-Dec-20,14-Oct
366,998639923606241,33082009417584,The road / Cormac McCarthy.,Carthy Cormac,PS3563.C337 R63 2006,Books,Book,Lost,,,,08-Nov-20,16-Sep
367,992227563606241,33082002163219,William Styron's Sophie's choice : crime and self-punishment / by Rhoda Sirlin ; with a foreword by William Styron.,Sirlin Rhoda,PS3569.T9 S6737 1990,Books,Book,Lost,,,,21-Aug-20,30-Jun
368,9913558023606241,33082011093225,"Novels & stories 1950-1962 / Kurt Vonnegut ; Sidney Offit, editor.",Vonnegut Kurt,PS3572.O5 A6 2012,Books,Book,Lost,,,,08-Nov-20,16-Sep
369,993965023606241,33082006392541,Timequake / Kurt Vonnegut.,Vonnegut Kurt,PS3572.O5 T56 1997,Books,Book,Lost,,,,07-Nov-20,16-Sep
370,993772593606241,33082001605483,Conversations with Kurt Vonnegut / edited by William Rodney Allen.,Vonnegut Kurt,PS3572.O5 Z463 1988,Books,Book,Lost,,,,07-Nov-20,16-Sep
371,9914051233606241,33082011529442,Kurt Vonnegut : letters / edited and with an introduction by Dan Wakefield.,Vonnegut Kurt,PS3572.O5 Z48 2012,Books,Book,Lost,,,,07-Nov-20,16-Sep
372,9911646663606241,33082010927175,The windup girl / Paolo Bacigalupi.,acigalupi Paolo,PS3602.A3473 W56 2009,Books,Book,Lost,,,,21-Nov-20,01-Oct
373,9923716753606241,33082012466479,Here I am : a novel / Jonathan Safran Foer.,Foer Jonathan Safran,PS3606.O38 H47 2017,Books,Book,Lost,,,,08-Nov-20,16-Sep
374,9924751083606241,33082012540851,The river : a novel / by Peter Heller.,Heller Peter,PS3608.E454 R58 2019,Books,Book,Lost,,,,21-Nov-20,01-Oct
375,9922924473606241,33082012452032,"A doll's house, part 2 / by Lucas Hnath.",Hnath Lucas,PS3608.N38 D65 2017,Books,Manuscript,Lost,,,,14-Dec-20,24-Nov
376,9916252073606241,33082011724639,The compleat purge / Trisha Low.,Low Trisha,PS3612.O88 C66 2013,Books,Book,Lost,,,,08-Nov-20,16-Sep
377,9910755193606241,33082010794831,Call it what you want / Keith Lee Morris.,orris Keith Lee,PS3613.O7735 C36 2010,Books,Book,Lost,,,,08-Nov-20,16-Sep
378,9917814533606241,33082011824538,The sympathizer / Viet Thanh Nguyen.,Nguyen Viet Thanh,PS3614.G97 S96 2015,Books,Book,Lost,,,,29-Dec-20,09-Dec
379,9921175623606241,33082012407051,There are more beautiful things than Beyoncé / Morgan Parker.,Parker Morgan,PS3616.A74547 A6 2017,Books,Book,Lost,,,,08-Nov-20,16-Sep
380,9926382693606241,33082012594023,Doomstead days / Brian Teare.,Teare Brian,PS3620.E427 D66 2019,Books,Book,Lost,,,,22-Dec-20,02-Dec
381,993607263606241,33082001543304,Otherwise known as Sheila the Great.,lume Judy,PZ7.B6265 Ot,Oversize Books,Book,Lost,,,,08-Nov-20,16-Sep
382,998340063606241,33082009408872,Diary of a worm / by Doreen Cronin ; pictures by Harry Bliss.,Cronin Doreen,PZ7.C88135 Di 2003,Oversize Books,Book,Lost,,,,08-Nov-20,16-Sep
383,9912366723606241,33082011028759,A long walk to water : based on a true story / a novel by Linda Sue Park.,Park Linda Sue,PZ7.P22115 Lo 2010,Oversize Books,Book,Lost,,,,23-Jun-20,14-Jan
384,9915359353606241,33082011613717,Dork diaries : tales from a not-so-fabulous life / Rachel Renée Russell.,Russell Rachel Renée,PZ7.R915935 Dor 2009,Oversize Books,Book,Lost,,,,21-Dec-20,15-May
385,991188083606241,33082007315327,The Queen of Attolia / by Megan Whalen Turner.,Turner Megan Whalen,PZ7.T85565 Qu 2000,Oversize Books,Book,Lost,,,,29-Dec-20,09-Dec
386,9918110093606241,33082012296520,"Everything, everything / Nicola Yoon ; illustrations by David Yoon.",Yoon Nicola,PZ7.1.Y66 Ev 2015,Oversize Books,Book,Lost,,,,07-Nov-20,16-Sep
387,99199213606241,33082003249793,"The lion, the witch and the wardrobe; a story for children. Illustrated by Pauline Baynes.",Lewis C S,PZ8.L48 Li,Oversize Books,Book,Lost,,,,07-Nov-20,16-Sep
388,9915633606241,33082006679731,"The Lorax, by Dr. Seuss.",Seuss,PZ8.3.G276 Lo,Oversize Books,Book,Lost,,,,08-Nov-20,16-Sep
389,997471593606241,33082008709072,The man who walked between the towers / Mordicai Gerstein.,Gerstein Mordicai,PZ9.5.P44 G47 2003,Oversize Books,Book,Lost,,,,08-Nov-20,16-Sep
390,995483603606241,33082003087649,"The unexpected universe, by Loren Eiseley.",Eiseley Loren C,Q171 .E39 1969,Books,Book,Lost,,,,03-Jan-21,14-Dec
391,9921187353606241,33082012325543,"The elements of statistical learning : data mining, inference, and prediction / Trevor Hastie, Robert Tibshirani, Jerome Friedman.",Hastie Trevor,Q325.75 .H37 2009,Books,Book,Lost,,,1.0,23-Jun-20,16-Jun
392,9922515083606241,33082012420039,Becoming Steve Jobs : the evolution of a reckless upstart into a visionary leader / Brent Schlender and Rick Tetzeli.,Schlender Brent,QA76.2.J63 S35 2016,Books,Book,Lost,,,,08-Nov-20,16-Sep
393,9924789953606241,33082012539382,Python basics : a self-teaching introduction / H. Bhasin.,hasin Harsh,QA76.73.P98 B43 2019,Books,Book,Lost,,,,07-Dec-20,12-Nov
394,993052463606241,33082003249108,Graphs and their uses / by Oysten Ore.,Ore Øystein,QA90 .O64 1990,Books,Book,Lost,,,,07-Dec-20,12-Nov
395,993386933606241,33082001711323,Envisioning information / Edward R. Tufte.,Tufte Edward R  : Graphics Press c,QA90 .T8 1990,Books,Book,Lost,,,,07-Dec-20,12-Nov
396,9917119663606241,33082011794830,Linear algebra done right / Sheldon Axler.,Axler Sheldon Jay,QA184 .A96 2015,Books,Book,Lost,,,,21-Dec-20,17-Dec
397,9917364413606241,33082012341235,"An introduction to statistical learning : with applications in R / Gareth James, Daniela Witten, Trevor Hastie, Robert Tibshirani.",James Gareth,QA276 .I585 2013,Books,Book,Lost,,,1.0,22-Nov-20,01-Oct
398,991857563606241,33082000996818,The visual display of quantitative information / Edward R. Tufte.,Tufte Edward R  : Graphics Press c,QA276.3 .T8x,Books,Book,Lost,,,,06-Dec-20,09-Nov
399,9914762493606241,33082011568259,"The R book / Michael J. Crawley, Imperial college London at Silwood Park, UK.",Crawley Michael J,QA276.45.R3 C73 2013,Books,Book,Lost,,,,21-Dec-20,13-Aug
400,9914096963606241,33082011540423,The R primer / Claus Thorn Ekstrøm.,Ekstrøm Claus Thorn,QA276.45.R3 E37 2012,Books,Book,Lost,,,,21-Dec-20,13-Aug
401,9921187043606241,33082012378377,"Bayesian nonparametric data analysis / Peter Müller, Fernando Andréa Quintana, Alejandro Jara, Tim Hanson.",̈ller Peter,QA279.5 .B3888 2015,Books,Book,Lost,,,,22-Nov-20,01-Oct
402,993857193606241,33082001641926,A course of pure mathematics.,Hardy G H,QA303 .H24 1952,Books,Book,Lost,,,,21-Dec-20,17-Dec
403,992800783606241,33082003942033,Planets beyond : discovering the outer solar system / Mark Littmann.,Littmann Mark,QB681 .L58 1988,Books,Book,Lost,,,,08-Nov-20,16-Sep
404,9920285733606241,33082012375134,"The quantum handshake : entanglement, nonlocality and transactions / John G. Cramer.",Cramer John,QC174.12 .C73 2016,Books,Book,Lost,,,,29-Dec-20,09-Dec
405,9922875583606241,33082012453196,Physics from symmetry / Jakob Schwichtenberg.,Schwichtenberg Jakob,QC174.17.S9 S39 2018,Books,ELEC,Lost,,,,29-Dec-20,09-Dec
406,9924661523606241,33082012551577,"Chemistry : atoms first / Julia Burdge, College of Western Idaho, Jason Overby, College of Charleston.",rdge Julia,QD31.3 .B87 2018,Books,Book,Lost,,,,22-Nov-20,01-Oct
407,9917366493606241,33082011801403,"Molecular biology of the gene / James D. Watson, Cold Spring Harbor Laboratory, Tania A. Baker, Massachusetts Institute of Technology, Stephen P. Bell, Massachusetts Institute of Technology, Alexander Gann, Cold Spring Harbor Laboratory, Michael Levine, University of California, Berkeley, Richard Losik, Harvard University.",Watson James D,QH506 .M6627 2014,Books,Book,Lost,,,,22-Nov-20,01-Oct
408,9921420003606241,33082012392667,"Biological timekeeping : clocks, rhythms and behaviour / Vinod Kumar, editor.",Kumar Vinod,QH527 .B54 2017,Books,Book,Lost,,,,22-Nov-20,01-Oct
409,991799553606241,33082000983907,The Garden of Eden : the botanic garden and the re-creation of paradise / John Prest.,Prest John M,QK73.E85 P73 1981,Books,Book,Lost,,,,03-Jan-21,14-Dec
410,9926948733606241,33082012571658,"Animaladies : gender, animals, and madness / edited by Lori Gruen and Fiona Probyn-Rapsey.",Gruen Lori,QL85 .A5213 2019,Books,Book,Lost,,,,07-Nov-20,16-Sep
411,998025743606241,33082008960030,Nature's body : gender in the making of modern science / Londa Schiebinger.,Schiebinger Londa L,QP81.5 .S35 2004,Books,Book,Lost,,,,08-Nov-20,16-Sep
412,993747383606241,33082006361249,The body's edge : our cultural obsession with skin / Marc Lappe.,Lappé Marc,QP88.5 .L37 1996,Books,Book,Lost,,,,08-Nov-20,16-Sep
413,9922924003606241,33082012453758,"Neuroscience : exploring the brain / Mark F. Bear, Ph. D., Picower Professor of Neuroscience, the Picower Insititute for Learning and Memory, Department of Brain and Cognitive Sciences, Massachusetts Insitute of Technology, Cambridge, Massachusetts, Barry W. Connors, Ph. D., L. Herbert Ballou University Professor, Professor of Neuroscience and Chair, Department of Neuroscience, Brown University, Providence, Rhode Island, Michael A. Paradiso, Ph. D., Sidney A. Fox and Dorothea Doctors Fox Professor of Ophthalmology and Visual Science, Department of Neuroscience, Brown University, Providence, Rhode Island.",ear Mark F,QP355.2 .B42 2016,Books,Book,Lost,,,,05-Oct-20,28-Feb
414,9913122933606241,33082011110862,"Educational neuroscience / David A. Sousa, editor.",Sousa David A,QP408 .E34 2011,Books,Book,Lost,,,,21-Dec-20,20-Nov
415,993925413606241,33082006417306,The measurement of sensation / Donald Laming.,Laming D R J,QP435 .L34 1997,Books,Book,Lost,,,,21-Dec-20,01-Jun
416,997850393606241,33082008950957,Chemistry and biology of Hyaluronan / edited by Hari G. Garg and Charles A. Hales.,Garg Hari G,QP702.H8 C44 2004,Books,Book,Lost,,,,21-Nov-20,01-Oct
417,9918031703606241,33082011937546,"Black man in a white coat : a doctor's reflections on race and medicine / Damon Tweedy, M.D.",Tweedy Damon,R154.T84 A3 2015,Books,Book,Lost,,,,12-Nov-20,22-Sep
418,992692793606241,33082001213775,"Doctors and slaves : a medical and demographic history of slavery in the British West Indies, 1680-1834 / Richard B. Sheridan.",Sheridan Richard B,R475.W47 S48 1985,Books,Book,Lost,,,,21-Dec-20,23-Apr
419,996709133606241,33082008073545,Chinese magical medicine / Michel Strickmann ; edited by Bernard Faure.,Strickmann Michel,R602 .S83 2002,Books,Book,Lost,,,,03-Jan-21,14-Dec
420,992698243606241,33082001926541,Sexual visions : images of gender in science and medicine between the eighteenth and twentieth centuries / Ludmilla Jordanova.,Jordanova L J,R723 .J628 1989,Books,Book,Lost,,,,08-Nov-20,16-Sep
421,9916788013606241,33082011777223,Being mortal : medicine and what matters in the end / Atul Gawande.,Gawande Atul,R726.8 .G39 2014,Books,Book,Lost,,,,08-Nov-20,16-Sep
422,9910687193606241,33082010408648,The checklist manifesto : how to get things right / Atul Gawande.,Gawande Atul,RA399.A1 G39 2010,Books,Book,Lost,,,,08-Nov-20,16-Sep
423,9924789943606241,33082012542402,"Public health 101 : improving community health / Richard Riegelman, Brenda Kirkwood.",Riegelman Richard K,RA425 .R54 2019,Books,Book,Lost,,,,22-Nov-20,01-Oct
424,9918663383606241,33082011959904,"A body, undone : living on after great pain / Christina Crosby.",Crosby Christina,RC406.Q33 C76 2016,Books,Book,Lost,,,,23-Jun-20,01-Oct
425,9917372323606241,33082011802617,Contemporary behavior therapy / Michael D. Spiegler.,Spiegler Michael D,RC489.B4 S68 2016,Books,Book,Lost,,,,22-Nov-20,01-Oct
426,998509233606241,33082009496695,"Bone, breath & gesture : practices of embodiment / edited by Don Hanlon Johnson.",Johnson Don,RC489.M53 B66 1995,Books,Book,Lost,,,,03-Jan-21,14-Dec
427,9918849933606241,33082011960043,"The body keeps the score : brain, mind, and body in the healing of trauma / Bessel A. van der Kolk, M.D.",Van der Kolk Bessel A,RC552.P67 V358 2015,Books,Book,Lost,,,,21-Nov-20,01-Oct
428,9916809823606241,33082011775748,Blood work : a tale of medicine and murder in the scientific revolution / Holly Tucker.,Tucker Holly,RM171 .T787 2012,Books,Book,Lost,,,,08-Nov-20,16-Sep
429,9915802023606241,33082011702486,"Intuitive eating / Evelyn Tribole, Elyse Resch.",Tribole Evelyn,RM222.2 .T717 2012,Books,Book,Lost,,,,22-Nov-20,01-Oct
430,9916827723606241,33082011808309,Concise computer vision : an introduction into theory and algorithms / Reinhard Klette.,Klette Reinhard,TA1634 .K54 2014,Books,Book,Lost,,,,22-Nov-20,01-Oct
431,994397423606241,33082006570823,The nature of photographs / Stephen Shore.,Shore Stephen,TR179 .S56 1998,Oversize Books,Book,Lost,,,,22-Dec-20,02-Dec
432,994453593606241,33082006613904,"Visions of modernity : representation, memory, time and space in the age of the camera / Scott McQuire.",Quire Scott,TR183 .M8 1998,Oversize Books,Book,Lost,,,,21-Nov-20,01-Oct
433,993080203606241,33082004873526,On photography / Susan Sontag.,Sontag Susan,TR183 .S65 1990,Oversize Books,Book,Lost,,,,22-Dec-20,02-Dec
434,9910328133606241,33082010379971,Fashionable clothing from the Sears catalogs : late 1950s / Joy Shih.,Shih Joy,TT555 .S55 1997,Books,Book,Lost,,,,07-Nov-20,16-Sep
435,9910328173606241,33082010380037,Fashionable clothing from the Sears catalogs : mid 1950s / Tina Skinner.,Skinner Tina,TT555 .S55 2002,Books,Book,Lost,,,,07-Nov-20,16-Sep
436,9910328073606241,33082010381969,Fashionable clothing from the Sears catalogs : early 1950s / Desire Smith.,Smith Desire,TT555 .S62 1998,Books,Book,Lost,,,,08-Nov-20,16-Sep
437,994068643606241,33082005175913,Venetian ships and shipbuilders of the Renaissance / by Frederic Chapin Lane.,Lane Frederic Chapin,VM80.V4 L3 1992,Books,Book,Lost,,,,21-Dec-20,16-May
438,994685703606241,33082006800527,"Readers and writers in Cuba : a social history of print culture, 1830s-1990s / Pamela Maria Smorkaloff.",Smorkaloff Pamela María,Z515.3.C9 S6613 1997,Books,Book,Lost,,,,22-Nov-20,01-Oct
439,9924930673606241,33082012489901,Fire & Blood: 300 Years Before a Game of Thrones (a Targaryen History),artin George R R,F,Recreational Reading,Book,Lost,,,,21-Dec-20,02-Jan
440,9919460473606241,33082012284047,Caged in Winter,Walsh Brighton,F,Recreational Reading,Book,Lost,,,,07-Nov-20,16-Sep
441,9924929003606241,33082012492483,Death of a She Devil,Weldon Fay,F,Recreational Reading,Book,Lost,,,,07-Nov-20,16-Sep
442,9911598563606241,33082010926482,Killer instinct / Zoë Sharp.,Sharp Zoë,M,Recreational Reading,Book,Lost,,,,21-Dec-20,04-Jan
443,9918118073606241,33082011885943,By the Book: Writers on Literature and the Literary Life from the New York Times Book Review,Paul Pamela,N,Recreational Reading,Book,Lost,,,,23-Jun-20,04-Feb
444,999363343606241,33082010194065,FDR [sound recording] / by Jean Edward Smith.,Smith Jean Edward,N,Recreational Reading,Sound Recording,Lost,,,,21-Dec-20,03-Feb
445,9924928363606241,33082012290283,Becoming,Obama Michelle,N,Recreational Reading,Book,Lost,,,,21-Dec-20,02-Jan
